id,audio_filepath,duration,clean_sheng_text,normalized_text,language
sheng_clip_00066,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00065.wav,12.96,ei mimi sijawai jua kuna laptop za pesa nyingi hivo so huyu boi akaona hivi akaona wah wah wah apart from ile simu hata hii lapi ni hatari so akatulia so huyu boi mwenye anaibiwa anasema anataka kuingia washroom kiasi,ei mimi sijawai jua kuna laptop za pesa nyingi hivo so huyu boi akaona hivi akaona wah wah wah apart from ile simu hata hii lapi ni hatari so akatulia so huyu boi mwenye anaibiwa anasema anataka kuingia washroom kiasi,sw-KE
sheng_clip_00067,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00066.wav,12.44,si jamaa akafurahi akajua apart from hio simu imeenda hio hii lapi pia haikai hii naenda nayo jamaa akaamka akaenda washroom manze jamaa akienda tu kushika laptop afunge atoke ule boi akarudi,si jamaa akafurahi akajua apart from hio simu imeenda hio hii lapi pia haikai hii naenda nayo jamaa akaamka akaenda washroom manze jamaa akienda tu kushika laptop afunge atoke ule boi akarudi,sw-KE
sheng_clip_00068,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00067.wav,12.55,unajua sasa huyo uncle yako ameenda na hiyo phone na siko sure wacha nisirisk nisikuache na hizi unaweza pia wewe nifanya mbaya akafunga laptop yake akaiweka kwa bag na akachukua ile simu hiyo iphone juu android imeenda,unajua sasa huyo uncle yako ameenda na hiyo phone na siko sure wacha nisirisk nisikuache na hizi unaweza pia wewe nifanya mbaya akafunga laptop yake akaiweka kwa bag na akachukua ile simu hiyo iphone juu android imeenda,sw-KE
sheng_clip_00069,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00068.wav,13.55,akaseti kwa bag na akaenda nayo wapi washroom boi wetu akasema haidhuru hata kama hiyo laptop ya pesa nyingi nimehata si uncle yangu ameenda na simu akachangamka na yeye na simu na hivo ndio waliishia wamekula simu yao haraka faster,akaseti kwa bag na akaenda nayo wapi washroom boi wetu akasema haidhuru hata kama hiyo laptop ya pesa nyingi nimehata si uncle yangu ameenda na simu akachangamka na yeye na simu na hivo ndio waliishia wamekula simu yao haraka faster,sw-KE
sheng_clip_00070,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00069.wav,13.53,so a few minutes later eeh wanapata text so ni huyu boi mdogo ndio anapata text kutoka kwa ule boi wameibiya na hii text inasema,so a few minutes later eeh wanapata text so ni huyu boi mdogo ndio anapata text kutoka kwa ule boi wameibiya na hii text inasema,sw-KE
sheng_clip_00071,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00070.wav,11.81,first of all haijakuja kama text ilikuja kama pop up kwa simu yake it is like a pop up i hope si kuniibiya mumeniibiya eeh jamaa akailenga,first of all haijakuja kama text ilikuja kama pop up kwa simu yake it is like a pop up i hope si kuniibiya mumeniibiya eeh jamaa akailenga,sw-KE
sheng_clip_00072,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00071.wav,13.13,hakurespond juu wamemuibiya si wameenda after sometime hii simu ikalia kulia ule jamaa akawaambia cheki nawapatia opprtunity ingine ya kurekebisha mahali tu mumeniwacha,hakurespond juu wamemuibiya si wameenda after sometime hii simu ikalia kulia ule jamaa akawaambia cheki nawapatia opprtunity ingine ya kurekebisha mahali tu mumeniwacha,sw-KE
sheng_clip_00073,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00072.wav,13.31,kujeni nirudishieni tu kila kitu yangu nitaassume hakuna kitu mbaya imefanyika nyinyi mwende njia yenu mimi niende njia yangu huyu kijana akamtukana akamwambia bana wewe huna akili jua ukiibiwa,kujeni nirudishieni tu kila kitu yangu nitaassume hakuna kitu mbaya imefanyika nyinyi mwende njia yenu mimi niende njia yangu huyu kijana akamtukana akamwambia bana wewe huna akili jua ukiibiwa,sw-KE
sheng_clip_00074,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00073.wav,13.09,we namna gani wewe haya mmh wetu safi na hivo si ndio wamepenya na simu,we namna gani wewe haya mmh wetu safi na hivo si ndio wamepenya na simu,sw-KE
sheng_clip_00075,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00074.wav,13.39,so kutoka hapo first stop inakuwanga ni kwa msee wao fulani wa tech huyo msee wa tech kazi yake ni kuenda kusafisha simu kabisa wakaenda uncle akampatia hiyo simu wamechukua,so kutoka hapo first stop inakuwanga ni kwa msee wao fulani wa tech huyo msee wa tech kazi yake ni kuenda kusafisha simu kabisa wakaenda uncle akampatia hiyo simu wamechukua,sw-KE
sheng_clip_00076,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00075.wav,13.49,android hio samsung uncle akaisafisha i mean msee wa tech akaisafisha kabisa ikarudi mpya then uncle akachukua sim card akaweka kwa hiyo simu sasa akaanza kuitumia eh ameiclear kabisa kila yaani,android hio samsung uncle akaisafisha i mean msee wa tech akaisafisha kabisa ikarudi mpya then uncle akachukua sim card akaweka kwa hiyo simu sasa akaanza kuitumia eh ameiclear kabisa kila yaani,sw-KE
sheng_clip_00077,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00076.wav,13.21,kabisa so ikakuwa hiyo ndio simu yake hiyo jioni wakienda kulala eh kuna kitu alikua anafaa afanye kuna a transaction alikua anafaa amake,kabisa so ikakuwa hiyo ndio simu yake hiyo jioni wakienda kulala eh kuna kitu alikua anafaa afanye kuna a transaction alikua anafaa amake,sw-KE
sheng_clip_00078,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00077.wav,12.62,kwa mpesa akaingia mpesa akatuma dooh sijui kama ilikuwa ni rent alikuwa analipa hiyo usiku ilikuwa rent juu ilikuwa forty five thousand na hao yake ilikua forty five k akatuma forty five k mahali anatumanga kwa,kwa mpesa akaingia mpesa akatuma dooh sijui kama ilikuwa ni rent alikuwa analipa hiyo usiku ilikuwa rent juu ilikuwa forty five thousand na hao yake ilikua forty five k akatuma forty five k mahali anatumanga kwa,sw-KE
sheng_clip_00079,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00078.wav,13.61,landlord i think yeye humtumia kwa simu direct na forty five k ikaenda kidogo kidogo anapata message ya kusema ile forty five k alituma imekuwa reversed back to his phone so anashindwa kwanini inareversiwa,landlord i think yeye humtumia kwa simu direct na forty five k ikaenda kidogo kidogo anapata message ya kusema ile forty five k alituma imekuwa reversed back to his phone so anashindwa kwanini inareversiwa,sw-KE
sheng_clip_00080,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00079.wav,12.88,kwanza anaenda anaconfirm anaona yeah nikona pesa one hundred and eight something thousand so hata nikitoa forty five nikona kaa one thirty something kamebaki so mbona sielewi kwanini nareversiwa ama maybe simu ya landi imejaa,kwanza anaenda anaconfirm anaona yeah nikona pesa one hundred and eight something thousand so hata nikitoa forty five nikona kaa one thirty something kamebaki so mbona sielewi kwanini nareversiwa ama maybe simu ya landi imejaa,sw-KE
sheng_clip_00081,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00080.wav,13.97,juu simu ikijaa nayo ukituma haiwezi haiwezi chukua before hata apige simu kwa landlord kumuuliza niaje mbona natuma rent inarudi anapata message ingine one hundred and thirty thousand chap imetolewa imeenda wapi,juu simu ikijaa nayo ukituma haiwezi haiwezi chukua before hata apige simu kwa landlord kumuuliza niaje mbona natuma rent inarudi anapata message ingine one hundred and thirty thousand chap imetolewa imeenda wapi,sw-KE
sheng_clip_00082,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00081.wav,11.4,kwa sijui account gani imeenda kununua bitcoin anashindwa ngoja first hii dooh imetoka aje kwa mpesa yangu na inaenda kununua bitcoin aje ni nini hiyo inahappen kidogo kidogo,kwa sijui account gani imeenda kununua bitcoin anashindwa ngoja first hii dooh imetoka aje kwa mpesa yangu na inaenda kununua bitcoin aje ni nini hiyo inahappen kidogo kidogo,sw-KE
sheng_clip_00084,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00083.wav,12.71,manze nilikuwa na tupesa kwa mpesa nakutana na mamessage tu pap hii imeenda imenunua bitcoin pap hii imetolewa mshwari imeingia kwa mpesa yangu imeenda imenunua bitcoin,manze nilikuwa na tupesa kwa mpesa nakutana na mamessage tu pap hii imeenda imenunua bitcoin pap hii imetolewa mshwari imeingia kwa mpesa yangu imeenda imenunua bitcoin,sw-KE
sheng_clip_00085,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00084.wav,12.91,huyu mwingine anamwambia hata mimi nimeambiwa nimetoka tu kutuma rent kwa landlord ikareversiwa then chap yote ikaishia ni kama manze tunasafishwa na sijui nini inahappen ndio ikawahit,huyu mwingine anamwambia hata mimi nimeambiwa nimetoka tu kutuma rent kwa landlord ikareversiwa then chap yote ikaishia ni kama manze tunasafishwa na sijui nini inahappen ndio ikawahit,sw-KE
sheng_clip_00087,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00086.wav,9.61,alitoa sim card kwa simu yake akaeka kwa simu ya huyu jamaa ndio anatumia sai so maybe huyu msee akona access juu alifanyia hizi phones kitu,alitoa sim card kwa simu yake akaeka kwa simu ya huyu jamaa ndio anatumia sai so maybe huyu msee akona access juu alifanyia hizi phones kitu,sw-KE
sheng_clip_00088,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00087.wav,11.61,manze nikungojea asubuhi ifike wajue sasa the next cause of action juu sasa hapa ni noma oh oh oh waliona fire usiku mamessaje zinaanza,manze nikungojea asubuhi ifike wajue sasa the next cause of action juu sasa hapa ni noma oh oh oh waliona fire usiku mamessaje zinaanza,sw-KE
sheng_clip_00089,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00088.wav,13.46,one point three million from your family bank account has been sent to uncle so huyu ni kijana unajua yeye ni kijana wameiba hii taon mpaka kwa account ako na mita na hio mita inachukuliwa inapelekwa kwa uncle anaambia uncle weh,one point three million from your family bank account has been sent to uncle so huyu ni kijana unajua yeye ni kijana wameiba hii taon mpaka kwa account ako na mita na hio mita inachukuliwa inapelekwa kwa uncle anaambia uncle weh,sw-KE
sheng_clip_00090,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00089.wav,9.42,manze kuna dooh imetolewa kwa account yangu imepelekwa kwako uncle akienda kwa simu kuangalia anapata one point three million imetolewa kwa account imeenda kununua bitcoin,manze kuna dooh imetolewa kwa account yangu imepelekwa kwako uncle akienda kwa simu kuangalia anapata one point three million imetolewa kwa account imeenda kununua bitcoin,sw-KE
sheng_clip_00091,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00090.wav,11.79,kidogo kidogo anaingia kwa account kuconfirm kamu ukweli one point three ilienda ikagonga account yake ndio ikatolewa anaenda anapata account yake iko empty zero anashindwa weh nilikuwa na milioni tatu nakitu kwa account yangu imeenda wapi,kidogo kidogo anaingia kwa account kuconfirm kamu ukweli one point three ilienda ikagonga account yake ndio ikatolewa anaenda anapata account yake iko empty zero anashindwa weh nilikuwa na milioni tatu nakitu kwa account yangu imeenda wapi,sw-KE
sheng_clip_00092,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00091.wav,11.38,imepelekwa kwa account ya kijana ya family bank bado jamaa anaingia kwa account anapata ako na five point three before afanye kitu imeshatolewa imeenda wapi kununua bitcoin jesus christ,imepelekwa kwa account ya kijana ya family bank bado jamaa anaingia kwa account anapata ako na five point three before afanye kitu imeshatolewa imeenda wapi kununua bitcoin jesus christ,sw-KE
sheng_clip_00093,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00092.wav,13.99,mi nakwambia walikaa hivi macho mpaka asubui wakingoja asubuhi kukuche asubuhi ndio wanaona maajabu sasa vizuri kijana anaanza kureceive uncle sijui ni kama walimalizana na yeye kijana ananza kureceive mamessage,mi nakwambia walikaa hivi macho mpaka asubui wakingoja asubuhi kukuche asubuhi ndio wanaona maajabu sasa vizuri kijana anaanza kureceive uncle sijui ni kama walimalizana na yeye kijana ananza kureceive mamessage,sw-KE
sheng_clip_00094,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00093.wav,13.95,tingting you have received thirty thousand shillings from xyz akiangalia huyu xyz ni nani ni rafiki yake tingting you have received forty five thousand shillings from xyz huyu xyz ni nani oi sijui ni cousin yake mgani,tingting you have received thirty thousand shillings from xyz akiangalia huyu xyz ni nani ni rafiki yake tingting you have received forty five thousand shillings from xyz huyu xyz ni nani oi sijui ni cousin yake mgani,sw-KE
sheng_clip_00096,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00095.wav,7.56,anapata tu hizo message you have received lakini akienda kwa mpesa balance haiko hii dooh inatolewa tu all of a sudden akaanza kureceive,anapata tu hizo message you have received lakini akienda kwa mpesa balance haiko hii dooh inatolewa tu all of a sudden akaanza kureceive,sw-KE
sheng_clip_00098,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00097.wav,12.65,mara hiyo hiyo so wakakimbia kwa msee wao wa tech wakaenda wakaconnect simu kwa mashini yake wajaribu kuona kama kuna kitu wanaeza fanya in turn na wastop whatever it is ilikuwa inahappen hapo ndani,mara hiyo hiyo so wakakimbia kwa msee wao wa tech wakaenda wakaconnect simu kwa mashini yake wajaribu kuona kama kuna kitu wanaeza fanya in turn na wastop whatever it is ilikuwa inahappen hapo ndani,sw-KE
sheng_clip_00099,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00098.wav,13.33,na vile hiyo phone walianza na hii phone ya huyo uncle vile iliconnectiwa pale kwa mashini kidogo kidogo ikaleta nini kama kavideo call kuna video call inahappen na hii video call,na vile hiyo phone walianza na hii phone ya huyo uncle vile iliconnectiwa pale kwa mashini kidogo kidogo ikaleta nini kama kavideo call kuna video call inahappen na hii video call,sw-KE
sheng_clip_00100,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00099.wav,13.59,ni huyo uncle anapiga mwenye hii simu so vile aliichukua by then unaona face kabisa ni uncle kabisa na amevaa zile nguo alikua amevaa jana na anaongea sauti unaskia ni uncle lakini ukiskiza fiti,ni huyo uncle anapiga mwenye hii simu so vile aliichukua by then unaona face kabisa ni uncle kabisa na amevaa zile nguo alikua amevaa jana na anaongea sauti unaskia ni uncle lakini ukiskiza fiti,sw-KE
sheng_clip_00101,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00100.wav,13.56,utaskia hio sauti ni kama ni engineered ni kama unajua vile machine huongea but imejaribu sana kumimic vile unaongeaga but ukiskiza fiti utafeel kuna,utaskia hio sauti ni kama ni engineered ni kama unajua vile machine huongea but imejaribu sana kumimic vile unaongeaga but ukiskiza fiti utafeel kuna,sw-KE
sheng_clip_00103,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00102.wav,11.38,niliwapatia opportunity ya ku do good mkafanya mbaya so hiyo ni lesson yenu na mkae mkijua mimi ni mbaya kuna watu wa kuchokoza mimi si one of them,niliwapatia opportunity ya ku do good mkafanya mbaya so hiyo ni lesson yenu na mkae mkijua mimi ni mbaya kuna watu wa kuchokoza mimi si one of them,sw-KE
sheng_clip_00104,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00103.wav,13.24,mara hio hio manze mashini sijui nini ilihappen hapo nika iliself destruct ilianza tu kutoa moshi hapo na kwa hiyo process iliaffect mpaka nini mashini ya huyu msee wao wa tech,mara hio hio manze mashini sijui nini ilihappen hapo nika iliself destruct ilianza tu kutoa moshi hapo na kwa hiyo process iliaffect mpaka nini mashini ya huyu msee wao wa tech,sw-KE
sheng_clip_00105,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00104.wav,8.74,kwanza before hii video call ikam kuna dooh walikua wamekopa walisema waliambia msee wa tech,kwanza before hii video call ikam kuna dooh walikua wamekopa walisema waliambia msee wa tech,sw-KE
sheng_clip_00106,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00105.wav,12.72,awatumie dooh atumie sijui sixteen thousand watume wapi kuna kitu ilikua inafaa idu hiyo pesa huyo msee wa tech vile aliituma i do not know kuna kitu tu ilihappen hio dooh haikuenda huko mahali walikuwa wanafaa watume,awatumie dooh atumie sijui sixteen thousand watume wapi kuna kitu ilikua inafaa idu hiyo pesa huyo msee wa tech vile aliituma i do not know kuna kitu tu ilihappen hio dooh haikuenda huko mahali walikuwa wanafaa watume,sw-KE
sheng_clip_00107,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00106.wav,8.74,hiyo story kuna kitu siku sikuelewa hapo but anyway hiyo sixteen thousand ya mtu wa tech ilipotea then machine yake ikalipuka msee wa tech akajam,hiyo story kuna kitu siku sikuelewa hapo but anyway hiyo sixteen thousand ya mtu wa tech ilipotea then machine yake ikalipuka msee wa tech akajam,sw-KE
sheng_clip_00108,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00107.wav,13.24,akaanza kuleta pia yeye noma alipiga piga nduru hapo wasee wakakam wakaanza kuvaa vijana hapo vita mbaya eeh juu ya hii story yote so hawa wasee wakaona ni noma wakaondokea waka wakaenda ocha wakarudi,akaanza kuleta pia yeye noma alipiga piga nduru hapo wasee wakakam wakaanza kuvaa vijana hapo vita mbaya eeh juu ya hii story yote so hawa wasee wakaona ni noma wakaondokea waka wakaenda ocha wakarudi,sw-KE
sheng_clip_00110,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00109.wav,12.96,wakamwambia huko nairobi wamepigwa na wakora hao wakaenda karao wakaseti wakora na sasa wakora wanataka kuwafanya mbaya sasa ndio imebidi wakuje wajifiche ushago but that was not true hio ilikua ni kata tu sasa juzi,wakamwambia huko nairobi wamepigwa na wakora hao wakaenda karao wakaseti wakora na sasa wakora wanataka kuwafanya mbaya sasa ndio imebidi wakuje wajifiche ushago but that was not true hio ilikua ni kata tu sasa juzi,sw-KE
sheng_clip_00111,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00110.wav,13.95,ndio huyu kijana mdogo amefungukia huyu cousin yake exactly what happened so cousin yake ndio akakam akanipatia hii story so mi hii time yote nasoma hii story najiuliza first of all nipossible hizi vitu zote,ndio huyu kijana mdogo amefungukia huyu cousin yake exactly what happened so cousin yake ndio akakam akanipatia hii story so mi hii time yote nasoma hii story najiuliza first of all nipossible hizi vitu zote,sw-KE
sheng_clip_00112,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00111.wav,13.46,unaweza patia mtu simu akuteng'eze hiyo design yaani mpaka sahi yeye anapiga zile mavideo za deepfake anapigia watu wako manze wanawasha simu wanakuona like ni wewe unaongea,unaweza patia mtu simu akuteng'eze hiyo design yaani mpaka sahi yeye anapiga zile mavideo za deepfake anapigia watu wako manze wanawasha simu wanakuona like ni wewe unaongea,sw-KE
sheng_clip_00113,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00112.wav,10.56,ei manze nikajua hapa nje kuna watu hatari yaani na mtu mpaka dem ya huyu kijana alisafishwa hapo sijui twenty three thousand,ei manze nikajua hapa nje kuna watu hatari yaani na mtu mpaka dem ya huyu kijana alisafishwa hapo sijui twenty three thousand,sw-KE
sheng_clip_00114,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00113.wav,13.37,so in total hawa watu wawili combined walipoteza more than 5 million shillings juu walienda kuibia msee mbaya kumbe wameenda kuibia sasa don collion,so in total hawa watu wawili combined walipoteza more than 5 million shillings juu walienda kuibia msee mbaya kumbe wameenda kuibia sasa don collion,sw-KE
sheng_clip_00115,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00114.wav,13.86,hiyo ni noma so huyo msee mwenye amepiga hiyo shughuli unaniweka kwa position mbaya ni ile position ya what you have done is not good at all,hiyo ni noma so huyo msee mwenye amepiga hiyo shughuli unaniweka kwa position mbaya ni ile position ya what you have done is not good at all,sw-KE
sheng_clip_00116,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00115.wav,11.46,but you are doing it to criminals so so tukiamua tuangalie kando kidogo ah si basi tunaeza endelea tu nayo kiasi,but you are doing it to criminals so so tukiamua tuangalie kando kidogo ah si basi tunaeza endelea tu nayo kiasi,sw-KE
sheng_clip_00117,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00116.wav,12.62,mimi nitoke nje nikutafutie namba za wabunge watu ambao wanatufanya fanya mbaya nikutengeneze then wewe ufanye mambo yako,mimi nitoke nje nikutafutie namba za wabunge watu ambao wanatufanya fanya mbaya nikutengeneze then wewe ufanye mambo yako,sw-KE
sheng_clip_00118,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00117.wav,12.99,wakati wanapiga piga transaction za chini ya maji wanakula pesa ya hospitali hiyo pesa ikiingia kwa account hivi wewe unaenda unaichukua mimi na wewe tunakula ten percent ya hiyo pesa alafu ninety percent,wakati wanapiga piga transaction za chini ya maji wanakula pesa ya hospitali hiyo pesa ikiingia kwa account hivi wewe unaenda unaichukua mimi na wewe tunakula ten percent ya hiyo pesa alafu ninety percent,sw-KE
sheng_clip_00119,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00118.wav,13.94,tunaenda tunatengeneza hospitali tutasaidia hii nchi mbaya anyway yeah it is what it is so,tunaenda tunatengeneza hospitali tutasaidia hii nchi mbaya anyway yeah it is what it is so,sw-KE
sheng_clip_00120,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00119.wav,13.33,i guess moral ya hii story ni tukue tu careful na hizi maplace tunaplug in plug in masimu oh hiyo ni kompyuta yako naweza iitumia kucharge you never know aya,i guess moral ya hii story ni tukue tu careful na hizi maplace tunaplug in plug in masimu oh hiyo ni kompyuta yako naweza iitumia kucharge you never know aya,sw-KE
sheng_clip_00121,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00120.wav,5.91,tutaonana baada ya siku chache wacheni nifungie hapo imekuwa true sana nyi ni watu wa nguvu adios muchachos,tutaonana baada ya siku chache wacheni nifungie hapo imekuwa true sana nyi ni watu wa nguvu adios muchachos,sw-KE
sheng_clip_00125,/home/ray/Desktop/mkuru/dataset/segmented/Recording_3/Recording_3_00001.wav,5.47,iko na crackdown and they are saying thing that it is an indecent dressing so now you see how,iko na crackdown and they are saying thing that it is an indecent dressing so now you see how,sw-KE
